,id,sentiment,negative_reason,user,retweet_count,text
36,5.69996e+17,positive,,VinnieFerra,0,@virginamerica it. spotify stat #guiltypleasures
37,5.6999e+17,positive,,KevinDemsi,0,@virginamerica @ladygaga @carrieunderwood  i'm lady gaga!!! amazing! 
38,5.69989e+17,negative,Customer Service Issue,rachie1126,0,@virginamerica called 3-4 weeks ago adding 3 flights 2014 elevate...they up...help!
39,5.69986e+17,positive,,jeffreymace01,0,@virginamerica @ladygaga @carrieunderwood  love three beat classics!
40,5.69977e+17,negative,Customer Service Issue,onerockgypsy,0,@virginamerica heyyyy guyyyys.. hour. call please? :/
41,5.69974e+17,negative,Late Flight,noelduan,0,"@virginamerica hi, virgin! i'm hold 40-50 minutes -- earlier flights la nyc tonight; earlier 11:50pm?"
42,5.69973e+17,positive,,Travelzoo,0,@virginamerica congrats winning @travelzoo award best deals airline (us) 
43,5.69967e+17,negative,Lost Luggage,gianagon,0,@virginamerica fine lost bag
44,5.69946e+17,negative,Flight Attendant Complaints,seimatrun,0,@virginamerica airline awesome lax loft step game. $40 dirty tables floors? 
45,5.69943e+17,positive,,mrmichaellay,0,"@virginamerica worried, it's great ride plane great crew. airlines this."
46,5.69942e+17,positive,,TaylorLumsden,0,@virginamerica awesome. flew yall sat morning. correct bill ?
47,5.69935e+17,negative,Customer Service Issue,meme_meng,0,@virginamerica going customer service? speak human asap? you.
48,5.69934e+17,negative,Customer Service Issue,GunsNDip,0,@virginamerica supp biz traveler @southwestair  customer service @jetblue #neverflyvirginforbusiness
49,5.69934e+17,positive,,artisticwritr87,0,@virginamerica applied member #inflight crew team...im 100% interested. #flightattendant #dreampath -g
50,5.69933e+17,negative,Late Flight,arieldaie,0,@virginamerica you're best!! (begrudgingly) airline i'm delayed late flight :(
51,5.69933e+17,negative,Can't Tell,GunsNDip,0,@virginamerica interesting flying this. will cancelled flight flights planned.#neverflyvirginforbusiness
52,5.69929e+17,negative,Can't Tell,GunsNDip,0,@virginamerica disappointing experience will shared business traveler meet. #neverflyvirgin
53,5.69927e+17,negative,Flight Booking Problems,jsatk,0,@virginamerica trouble adding flight wife booked elevate account. help? 
54,5.69919e+17,negative,Can't Tell,MaryAnnTaylorT,0,@virginamerica site down?  will up?
55,5.69912e+17,negative,Cancelled Flight,AlisonK33774854,0,@virginamerica tv interesting video . disappointed cancelled flightled flight flights jfk saturday .
56,5.69912e+17,negative,Late Flight,GunsNDip,0,"@virginamerica landed lax, hour here. late flight bag check business travel friendly #nomorevirgin"
57,5.69911e+17,negative,Customer Service Issue,MerchEngines,0,"@virginamerica me, website down?  btw, website great user experience.  time redesign."
58,5.69909e+17,negative,Customer Service Issue,ColorCartel,0,@virginamerica check add bag. website working. desktop mobile 
59,5.69907e+17,negative,Can't Tell,MustBeSpoken,0,@virginamerica - 2 scanned passengers leave plane told remove bag 1st class bin? #uncomfortable
60,5.69897e+17,negative,Flight Booking Problems,mattbunk,0,@virginamerica phone number. find call flight reservation.
61,5.69894e+17,negative,Customer Service Issue,louisjenny,0,@virginamerica today?  website useless answering phone.
62,5.69892e+17,negative,Late Flight,GunsNDip,0,@virginamerica traveler flight late flight check bag?  missed morning appointments lost business. #sfo2lax
63,5.69891e+17,negative,Late Flight,mrmichaellay,0,@virginamerica how's direct flight fll->sfo unexpected layover vegas 4 fuel peeps bought vegas flight. #sneaky
64,5.69887e+17,negative,Late Flight,GunsNDip,0,@virginamerica late flight bag check lost business. missed flight apt. three people flight exp.
65,5.69887e+17,positive,,TheDuchessSF,0,"@virginamerica - amazing customer  service, again!  raeann sf - she's best! #customerservice #virginamerica #flying"
66,5.69885e+17,negative,Customer Service Issue,BeLeather,0,@virginamerica called service hung on. awesome. #sarcasm
67,5.69884e+17,negative,Flight Booking Problems,BeLeather,0,@virginamerica site tripping. i'm check i'm plain text version. reluctant enter card info.
68,5.69874e+17,positive,,flyfromWAS,0,"@virginamerica getaway deals may, $59 one-way. lots cool cities  #cheapflights #farecompare"
69,5.69874e+17,positive,,flyfromNYC,0,"@virginamerica getaway deals may, $59 one-way. lots cool cities  #cheapflights #farecompare"
70,5.69872e+17,positive,,Silvanabfer,0,@virginamerica great week 
71,5.69861e+17,positive,,AdamJdubs,0,@virginamerica #phl already. horrible cold. #pleasecomeback 
72,5.69848e+17,negative,Late Flight,nicholas_v,0,"@virginamerica concerned fly plane delayed ""tech stop""?"
73,5.69814e+17,positive,,tstashajones,0,"@virginamerica best airline flown on.easy change reservation,helpful representatives & comfortable flying experience"
74,5.69778e+17,positive,,SkateMamas,0,@virginamerica again! rep kicked butt! naelah represents team beautifully!! you!!!
75,5.69774e+17,positive,,dngoo,0,@virginamerica beautiful front-end design now; cool book ticket b/c back-end secure.
76,5.6977e+17,positive,,SamBrittenham,0,"@virginamerica love team running gate e9 las tonight. waited delayed flight, things entertaining"
77,5.69748e+17,negative,Customer Service Issue,usagibrian,0,@virginamerica browser! 2015 & brand reputation built tech response cross-browser compatible website?
78,5.69741e+17,negative,Flight Booking Problems,usagibrian,0,"@virginamerica flight flight booking problems site totally down. folks, problem?"
79,5.69738e+17,negative,Customer Service Issue,KindofLuke,0,@virginamerica customer service 40 min delay connecting passengers long. va370
80,5.69714e+17,positive,,ptbrodie,0,@virginamerica outstanding nyc-jfk crew moved mountains san francisco tonight!
81,5.69675e+17,positive,,cheryleng,0,@virginamerica absolute best team customer service ever.  time fly i'm delighted.  you!
82,5.69666e+17,negative,Customer Service Issue,ChrisFordisHere,0,@virginamerica change flight scheduled 9 hours 120 min wait time phone. calling intern. help!!
83,5.69652e+17,positive,,JKF1897,0,@virginamerica completely awesome experience month bos-las nonstop. awesome flight depart time. #vabeatsjblue
84,5.69643e+17,negative,Customer Service Issue,melokudo,0,@virginamerica failing customers check process link tsa pre-check.
85,5.69634e+17,negative,Can't Tell,ChrysiChrysic,0,@virginamerica @fidifamilies too! terrible airline! hotel hotline number
86,5.69633e+17,negative,Cancelled Flight,ChrysiChrysic,0,@virginamerica @chrysichrysic assistance yesterday cancelled flightled flight hotel hotline  shame you!
87,5.6963e+17,negative,Late Flight,MOCBlogger,0,@virginamerica delayed flight? #likingyoulessandless
88,5.69627e+17,negative,Customer Service Issue,tfaz,0,@virginamerica register service dog class ticket sfo > dulles. phone queue hour longer. pls advise
89,5.69626e+17,positive,,lisaptv,1,@virginamerica rock making watch #oscars flight!! #redcarpet #oscars #oscars2015
90,5.6962e+17,positive,,HollywoodHotMom,0,@virginamerica always!!! xoxo
91,5.6962e+17,negative,Flight Booking Problems,GoShar2012,0,@virginamerica book seats flights buy check in? creates anxiety! #frustrated
92,5.69619e+17,negative,Flight Attendant Complaints,MOCBlogger,0,@virginamerica you'd paying extra $100 bucks rt luggage afford hiring extra hand @sfo #lame
93,5.69616e+17,positive,,SkateMamas,0,@virginamerica best customer service rep world! #irmafromdallas takes cake!!!
94,5.69614e+17,negative,Late Flight,jarrydosborne,0,@virginamerica provide status flight 769.  cant imagine it's time web indicates  dude weather and/or dallas
95,5.69614e+17,positive,,HollywoodHotMom,0,@virginamerica amazing staff & super helpful @waltdisneyworld #princesshalf spoiled comfort!!!
96,5.6961e+17,negative,Cancelled Flight,mlorenzen,0,"@virginamerica paid premium fly country, cancelled flight flight offer check fee upgrade love? sad face :("
97,5.69608e+17,negative,Flight Booking Problems,Tyler_Starrine,0,@virginamerica question: book seat infant 2? it's option seat him.
98,5.696e+17,positive,,jessicajaymes,2,together!!! you're welcome! rt @virginamerica: @jessicajaymes you're welcome.
99,5.69596e+17,positive,,livingfitly,0,@virginamerica #flight #dc #sunset #globe in' #backtowinter #work! #refreshed 
100,5.69596e+17,negative,Damaged Luggage,khartline,0,.@virginamerica understand dm answer damaged luggage policy.
101,5.69594e+17,negative,Damaged Luggage,khartline,0,.@virginamerica policy destroyed luggage?
102,5.69581e+17,positive,,paulnakada,0,@virginamerica checking in. tickets purchased customer happy ;-)
103,5.69573e+17,negative,Customer Service Issue,paulnakada,0,@virginamerica problems flight booking problems web site. error contact phone.  phone 30 minute wait.
104,5.69573e+17,negative,Cancelled Flight,RampantSmashing,0,@virginamerica reschedule cancelled flightled flights online? change button greyed out!
105,5.69567e+17,negative,Flight Booking Problems,intlwriter,0,"@virginamerica rang, wait 35 minutes!! book ticket vendor, site"
106,5.69565e+17,negative,Late Flight,finslippy,0,"@virginamerica flight (we told) 4:50 today..,checked email 4;50 tomorrow. unacceptable."
107,5.69565e+17,negative,Cancelled Flight,finslippy,0,"@virginamerica flight lga cancelled flighted. we're stuck dallas. called reschedule, told flight today...(1/2)"
108,5.69562e+17,negative,Bad Flight,Gr8Fratsby,0,@virginamerica pairings include red wine?! white offered :( #redwineisbetter
109,5.69541e+17,negative,Customer Service Issue,sbaaronson,0,@virginamerica website down?
110,5.6954e+17,negative,Customer Service Issue,jonesbasf,0,@virginamerica - site wonked now. look. browsers. css? 
111,5.69495e+17,negative,Customer Service Issue,Gr8Fratsby,0,@virginamerica i'm disappointed agent designated silver status check @dulles_airport closed assist pasengers
112,5.69478e+17,negative,Customer Service Issue,CSHangover,0,@virginamerica normal receive reply central baggage #baggageissues #smh
113,5.69461e+17,negative,longlines,girlphotophilly,0,@virginamerica logan airport waiting checkin 9am flight. checkin desk open !!!!! why?!
114,5.69369e+17,negative,Can't Tell,Boards707,0,"@virginamerica congrats, business ewr sfo/lax. fuck @united fl1289 sfo/ewr clincher..."
115,5.69368e+17,negative,Customer Service Issue,MikeWiener,0,@virginamerica  applied 2 weeks ago. heard i'm flying week #disappointed
116,5.69354e+17,positive,,simpasmore,0,@virginamerica follow
117,5.69351e+17,negative,Customer Service Issue,ChrysiChrysic,0,@virginamerica - apologies! worse airlines! respond cudtomers
118,5.69349e+17,negative,Cancelled Flight,ChrysiChrysic,0,@virginamerica shame va making people spend money stranded cities airlines landing jfk! will reimburse me?
119,5.69323e+17,negative,Customer Service Issue,joyabsalon,0,@virginamerica bad takes 10 14 days confirmation email. inquired 3 weeks claim 6 8 weeks!
120,5.69319e+17,negative,Cancelled Flight,meladorri,0,@virginamerica flight bos > las tomorrow cancelled flightled. notification; wait times 1+ hour. will rebook airline?
121,5.69318e+17,positive,,miaerolinea,0, rt @virginamerica: youve met match. status airline? upgrade (+restr):  
122,5.69316e+17,positive,,archiegips,0,@virginamerica fly! #elevate #gold
123,5.69311e+17,negative,Can't Tell,MarwaYousofzoy,0,"@virginamerica lot ""apologies"" thrown customers see.very sad. nothing. worst airline ever."
124,5.69311e+17,negative,Flight Attendant Complaints,TTINAC11,0,@virginamerica  flight stuff wrong it. #worst #flight
125,5.69304e+17,positive,,advertisingdiva,0,@virginamerica will match #americanairlines status? cool!
126,5.69304e+17,negative,Flight Booking Problems,alexrkonrad,0,@virginamerica book flight guys website won't me... lose business
127,5.69304e+17,negative,Can't Tell,MarwaYousofzoy,0,@virginamerica suck!
128,5.69298e+17,positive,,lexiesalas,0,@virginamerica thanks!
129,5.6929e+17,negative,Flight Booking Problems,MaximWheatley,0,@virginamerica dm'd. issue persisting.
130,5.69282e+17,negative,Cancelled Flight,FiDiFamilies,0,@virginamerica rec'd cancelled flightlation notice left options fly ps. driving la red eye mon kids
131,5.69278e+17,negative,Flight Booking Problems,lexiesalas,0,@virginamerica book flight & site 
132,5.69277e+17,negative,Cancelled Flight,Artenis15,0,@virginamerica flights flying boston tomorrow? cancelled flightled flight
133,5.69264e+17,negative,Cancelled Flight,NancyJFriedman,0,@virginamerica stink. flight cancelled flighted psp jfk notification ability rebook #disappointed.  #expected better
134,5.69263e+17,positive,,JT_Magana,0,@virginamerica love guy's song! we're dancing high school dance revue
135,5.69262e+17,negative,Customer Service Issue,MaximWheatley,0,@virginamerica website i'm check in!
136,5.69261e+17,positive,,carabubes,0,"@virginamerica done! quick response, faster sitting hold ;)"
137,5.69261e+17,positive,,wmrrock,0,@virginamerica cool picture virginamerica plane wing. site! 
138,5.69253e+17,positive,,DailyBillboard,0,@virginamerica great work :)
139,5.69253e+17,positive,,BigRichTexasPam,0,@virginamerica goodness people @love field amazing pressure texas #beatstheothers crisis fly ny
140,5.6925e+17,positive,,rtw4,0,@virginamerica great flight la boston! pilots great job landing snow. la now? #seriously
141,5.69248e+17,positive,,kyle_romanoff,0,"@virginamerica awesome support, guys rock!"
142,5.69248e+17,negative,Bad Flight,wmrrock,0,@virginamerica seats row 8 recline mention website #soreback
143,5.69247e+17,negative,Late Flight,wmrrock,0,@virginamerica flight 404 delayed 2 hours la mechanical problems. handle pros tossed free drink.
144,5.69245e+17,negative,Cancelled Flight,BigRichTexasPam,0,@virginamerica cancelled flight flights today? precipitation scared of!  
145,5.6924e+17,positive,,aaronkurlander,0,@virginamerica twitter team. guys killed rescheduling asap. you!
146,5.69239e+17,negative,Cancelled Flight,MistakeCakeJake,0,@virginamerica guys charged $100 reschedule flight cancelled flighted refusing refund it. what's deal?
147,5.69237e+17,negative,Customer Service Issue,NoelArtiles,0,@virginamerica cant access website safari iphone 6. work mac ipad. iphone add passbook.
148,5.69236e+17,negative,Customer Service Issue,floatingatoll,0,"@virginamerica mobile site broken, 
""{{header.elevateuser.numofpointsavailable || '0' | number}} points"", won't checkin"
149,5.69231e+17,negative,Cancelled Flight,aaronkurlander,0,@virginamerica forward flight. will rescheduled? #diehardvirgin
150,5.6923e+17,negative,Cancelled Flight,aaronkurlander,0,"@virginamerica cancelled flight flight vx413? delayed, airport, cancelled flightled?gonna email call reschedule?"
151,5.69227e+17,negative,Customer Service Issue,borknagar,0,@virginamerica problem link email check-in.
152,5.69224e+17,negative,Flight Booking Problems,propsonline,0,@virginamerica change airline dc today ... @united land dc you? cost $800 ...ugh
153,5.69224e+17,negative,Cancelled Flight,propsonline,0,@virginamerica forward flight today cancelled flightled subsequent ...
154,5.69222e+17,positive,,carlos89178,0,@virginamerica putting great deals pdx las las pdx love! 
155,5.69221e+17,positive,,carlos89178,0,@virginamerica afford fly friday  going home.. love  airline
156,5.69221e+17,negative,Can't Tell,shounshounette,0,@virginamerica  gonna deal dallas dc deal dc dallas? #sad
157,5.69219e+17,negative,Customer Service Issue,DonnellyPatrick,0,@virginamerica hold times call center bit
158,5.69213e+17,positive,,stefanpinto,0,@virginamerica 
159,5.69212e+17,negative,Flight Booking Problems,josephschwegler,0,@virginamerica site down? #help
160,5.6921e+17,positive,,jennifer_caron,0,@virginamerica best flight attendant ever!!! 
161,5.69208e+17,positive,,miaerolinea,0,"awesome! rt @virginamerica: watch nominated films 35,000 feet. #meetthefleet #oscars "
162,5.69205e+17,positive,,ninjasistah,0,@virginamerica much!
163,5.69204e+17,negative,Customer Service Issue,daniellewolff,0,"@virginamerica reset password, email arrives. help?"
164,5.69203e+17,positive,,EleonoraKaras,0,"@virginamerica, airline based silicon valley! #disruption #fcmostinnovative #incubator  @fastcompany's "
165,5.69202e+17,positive,,carlosondrums,0,@virginamerica nicely done. 
166,5.69201e+17,positive,,ninjasistah,0,@virginamerica forward watching oscars flight tomorrow. bubbly drink! ;)
167,5.69201e+17,negative,Late Flight,stephenasilverm,0,@virginamerica reason  delay departure vx 413 jfk afternoon?
168,5.69199e+17,negative,Cancelled Flight,mrl6626,0,"@virginamerica todays flight palm springs, jfk ny cancelled flightled?"
169,5.69198e+17,positive,,SunRighteous,0,@virginamerica hahaha @virginamerica guys amazing. love guys!!!
170,5.69198e+17,positive,,readerriter,0,@virginamerica sounds fun !
171,5.69193e+17,negative,Customer Service Issue,bluesmoon,0,"@virginamerica css site 404 now, fix. site unusable."
172,5.69182e+17,negative,Lost Luggage,RedSoxGirl1976,0,"@virginamerica we're flight 910 vegas boston today, checked online bag count register. somehow?"
173,5.69181e+17,positive,,InuAtah,0,"@virginamerica classiq, luv virgin america. greetingz"
174,5.6918e+17,negative,Customer Service Issue,borknagar,0,"@virginamerica hi, i'm check-in website working. 3 browsers problem continues"
175,5.69177e+17,positive,,Recessionista,0,@virginamerica great customer service today & helping travel sorted out!
176,5.69166e+17,positive,,moosekazmi,0,@virginamerica guys! sweet route rockies #airplanemodewason
177,5.69111e+17,positive,,_LisaCap,0,@virginamerica love 90s music blasting gate #boston waiting flight #sanfrancisco. iced coffee!
178,5.69083e+17,negative,Bad Flight,eatgregeat,0,"@virginamerica - passenger 7d, flt 338 assaulted flown. trust he's banned. crew filed report @faanews"
179,5.69029e+17,negative,Flight Booking Problems,alanzeino,0,@virginamerica current bug website select departure city selecting destination city 
180,5.69022e+17,negative,Damaged Luggage,khartline,0,@virginamerica luggage severely dented/missing wheel coming baggage claim san. luggage agent miranda (i think) wasn't help.
181,5.69021e+17,positive,,courtDMC,0,"@virginamerica easy itinerary shift impending weather. quick, painless & free."
182,5.69012e+17,positive,,Cydney_Chase,0,@virginamerica thanks! good times back! #vodkatonics entire flight#sfo
183,5.68972e+17,positive,,AnnaProsser,0,"@virginamerica, you're great job adding luxuries/aesthetics improve air travel experience. you. up!"
184,5.68946e+17,negative,Bad Flight,HenryLucero,0,@virginamerica requested window seat confirmed window stuck middle seat. good treat silver member
185,5.68942e+17,negative,Bad Flight,stephanieslome,0,@virginamerica #wtf paid direct flight purpose fuel exhausted frequent flier inconvenience!
186,5.6894e+17,negative,Customer Service Issue,Alex_Ricardo,0,@virginamerica wrong website safari iphone
187,5.6893e+17,positive,,djchuang,1,@virginamerica gate checking baggage full flight dfw-lax 883 early boarding #sweet
188,5.68929e+17,negative,Can't Tell,miekd,0,@virginamerica checked expired :x
189,5.68929e+17,negative,Customer Service Issue,insideout,0,@virginamerica boo refunding seat upgrade fee buy place!
190,5.68924e+17,positive,,AlyssaJenS,0,@virginamerica ;)
191,5.68911e+17,positive,,drsaadiaim,0,@virginamerica inflight team experience #amazing!
192,5.68911e+17,positive,,MaverickGamersX,0,@virginamerica cutest salt pepper shaker ever. guys better do! 
193,5.68902e+17,negative,Bad Flight,MsReeseGirl,0,"@virginamerica moved seat notice. ""better seat"" cabin select row selected #disappointed"
194,5.68897e+17,positive,,CanPOREOTICS,0,@virginamerica fav airline
195,5.6889e+17,positive,,MaverickGamersX,0,@virginamerica hot female pilot! sweet! dca sfo! :-)
196,5.68882e+17,negative,Lost Luggage,snellbell,0,@virginamerica contacted central baggage & dm. @renttherunway charging dress lost suitcase #help
197,5.68875e+17,positive,,AcronymBex,0,@virginamerica you!!
198,5.68868e+17,negative,Customer Service Issue,SleeplessByte,0,@virginamerica going website? lot errors 30 minutes.
199,5.68854e+17,negative,Can't Tell,Yorkshire_D,0,@virginamerica @virginatlantic checked flight sfo lax & told atlantic flying club gold benefits?!
200,5.68851e+17,negative,Flight Attendant Complaints,SaraBabs,0,@virginamerica husband ordered three drinks screen came. awesome!
201,5.68851e+17,negative,Bad Flight,AdamSinger,0,@virginamerica soooo guys going leave seatbelt light flight? barely call turbulence :-)
202,5.68841e+17,negative,Flight Booking Problems,notthatnathan,0,"@virginamerica funny story, website broken, missing javascript stylesheets checkin process. dislike this!"
203,5.68841e+17,positive,,polaroidmisha,0,@virginamerica love virgin @gopro
204,5.6883e+17,negative,Customer Service Issue,RobynMatza,0,@virginamerica i'm check 10:50am ct flight tmm desktop website it's working (some sort caching bug) sos
205,5.68825e+17,negative,Customer Service Issue,miekd,0,@virginamerica guys check-in links emails broken? 
206,5.68816e+17,positive,,thecompostcook,0,@virginamerica loved it. wait monday's return flight... watch inflight safety video again. #sorrynotsorry
207,5.68812e+17,negative,Lost Luggage,snellbell,1,"@virginamerica lost luggage 4 days ago flight vx 112 lax iad & i'm calling day, response.please stuff"
208,5.68811e+17,negative,Flight Booking Problems,chrisaguiar88,0,@virginamerica flight booking problems website broken chrome. wanna that.
209,5.68806e+17,positive,,matthewhirsch,0,@virginamerica hi! wanted routes planned year newark. love flying guys hope more!
210,5.68804e+17,positive,,GabriellaDago,0,"@virginamerica mean. inappropriate board.. but, it's on!"
211,5.68802e+17,positive,,AdamSinger,0,@virginamerica happy spend day together. let's this!
212,5.68795e+17,positive,,JayRockerz,0,.@virginamerica understanding helped out.  thx! #comps
213,5.68791e+17,positive,,Hwoodboy24,0,@virginamerica you! absolutely will 
214,5.6879e+17,negative,Can't Tell,perMicah,0,@virginamerica broken link assets 
215,5.68776e+17,negative,Flight Booking Problems,perMicah,0,@virginamerica manage itinerary website broken 
216,5.6877e+17,negative,Customer Service Issue,iamnayr,0,"@virginamerica check in, site time loads "
217,5.68663e+17,negative,Customer Service Issue,davidhfe,0,@virginamerica carriers half price round trip fare. stunned. 
218,5.68662e+17,negative,Flight Booking Problems,davidhfe,0,@virginamerica wtf happening pdx late flight march sfo ~$550?
219,5.68643e+17,positive,,TMAnderson10,0,@virginamerica free drinks flight free promo?
220,5.68633e+17,positive,,SSal,0,@virginamerica @ssal thanks!
221,5.68609e+17,negative,Lost Luggage,j_payton,0,"@virginamerica luggage gone. filed paperwork, promised call/email. resolution response central luggage."
222,5.68605e+17,positive,,SuuperG,0,@virginamerica thanks!
223,5.68605e+17,positive,,imacsweb,0,@virginamerica care @suuperg flight!! #rockstars #travel
224,5.68603e+17,positive,,SuuperG,0,@virginamerica lovely soft views! #travel #san #sfo 
225,5.68596e+17,negative,Flight Booking Problems,El_Nel_81,0,@virginamerica requested mileage challenge status weeks ago online heard back. help this?
226,5.68585e+17,negative,Flight Booking Problems,zoelle,0,"@virginamerica book tickets nyc facing super fun broken styling. worry, :)"
227,5.68577e+17,negative,Customer Service Issue,joyabsalon,0,@virginamerica applied status match feb 1. confirmation email day. news though. guys dropped ball late flightly 
228,5.68554e+17,positive,,SigmaRue,0,"@virginamerica adore you, forward flight austin weeks."
229,5.68544e+17,positive,,MNDNCH,0,@virginamerica glad mentioned. virgin flight years transformative experience.
230,5.68537e+17,negative,Customer Service Issue,conorjrogers,0,@virginamerica check-in...but site down?
231,5.68532e+17,negative,Late Flight,bonniecamp,1,"@virginamerica spending birthday night you, dal-dca. home!"
232,5.68527e+17,negative,Customer Service Issue,GaySkiWeek,0,@virginamerica couple messages email provided avail. will year. cheers.
233,5.68525e+17,positive,,graveyardtravel,0,"@virginamerica time flying virgin, #sanfrancisco .thanks smooth ride. easily fav airline!"
234,5.68522e+17,negative,Can't Tell,taygarrett,0,"@virginamerica seriously, though. will direct flights sfo-fll may???"
235,5.6852e+17,negative,Flight Booking Problems,jamonholmgren,0,@virginamerica it's fine. purchase. it. 3
236,5.68519e+17,negative,Bad Flight,BlackFlagShoppe,0,"@virginamerica experience hoping 4, ws forced 2 check small carry on, w/ empty cabin space board"
237,5.68518e+17,negative,longlines,c_crubin,0,"@virginamerica
wjere luggage #so slow lax"
238,5.68512e+17,negative,Customer Service Issue,richeyvicious,0,"@virginamerica spoke representative offered solution, loyal customer flies @virginatlantic well"
239,5.68511e+17,negative,Flight Booking Problems,richeyvicious,0,@virginamerica deeply disappointed birthday promo applied trip booked mere days received email
240,5.68497e+17,negative,Flight Booking Problems,taygarrett,0,"@virginamerica happened direct flights sfo-fll? may, connecting #help #dontdothistome"
241,5.68491e+17,positive,,alexster4324,0,"@virginamerica promoting product all, problem southwest recommend noneother best! "
242,5.6849e+17,positive,,beasharif,0,"@virginamerica love guys, pls direct routes las aus!"
243,5.68482e+17,positive,,Rgulojr,0,@virginamerica course! work @virginatlantic i'm obsessed entire virgin family!!
244,5.68479e+17,positive,,_kristenicole_,0,@virginamerica ok! time flying tonight :)
245,5.6847e+17,negative,Can't Tell,danteusa1,0,"@virginamerica 2d 3d embossed badges patches superior currently using. 
"
246,5.68464e+17,negative,Bad Flight,wmrrock,0,@virginamerica vx399 jfk la - dirty plane - standards.
247,5.68463e+17,negative,Bad Flight,wmrrock,0,@virginamerica flight vx399 headed la jfk - dirtiest va plane on. sad great airline.
248,5.68461e+17,positive,,mightymeesh,0,@virginamerica squared away. picked tweeted. tweeted sooner. 
249,5.68459e+17,negative,Customer Service Issue,Matthewbenz,0,@virginamerica avis rental continue button work website book car. 4 times phone.  sucks!
